Timestamp,Stock Name,Open,High,Low,Close,Volume,Market Cap,PE Ratio,Industry PE,Debt to Equity,Dividend Yield,ROE
2024-08-30 09:15:00+05:30,RELIANCE.NS,3059.699951171875,3077.25,3050.0,3054.949951171875,0.0,20428940640256,29.673218,,37.389,0.0033000002,
2024-08-30 09:20:00+05:30,RELIANCE.NS,3054.949951171875,3057.10009765625,3046.800048828125,3051.949951171875,561546.0,20428940640256,29.673218,,37.389,0.0033000002,
2024-08-30 09:25:00+05:30,RELIANCE.NS,3051.85009765625,3056.0,3047.0,3047.89990234375,292492.0,20428940640256,29.673218,,37.389,0.0033000002,
2024-08-30 09:30:00+05:30,RELIANCE.NS,3047.89990234375,3048.14990234375,3026.25,3036.199951171875,555389.0,20428940640256,29.673218,,37.389,0.0033000002,
2024-08-30 09:35:00+05:30,RELIANCE.NS,3036.699951171875,3037.5,3027.0,3030.949951171875,308607.0,20428940640256,29.673218,,37.389,0.0033000002,
2024-08-30 09:40:00+05:30,RELIANCE.NS,3031.5,3036.39990234375,3027.85009765625,3030.0,276730.0,20428940640256,29.673218,,37.389,0.0033000002,
2024-08-30 09:45:00+05:30,RELIANCE.NS,3030.0,3034.5,3029.300048828125,3033.0,176601.0,20428940640256,29.673218,,37.389,0.0033000002,
2024-08-30 09:50:00+05:30,RELIANCE.NS,3032.75,3034.64990234375,3028.60009765625,3033.60009765625,186705.0,20428940640256,29.673218,,37.389,0.0033000002,
2024-08-30 09:55:00+05:30,RELIANCE.NS,3033.550048828125,3033.60009765625,3028.89990234375,3030.0,149349.0,20428940640256,29.673218,,37.389,0.0033000002,
2024-08-30 10:00:00+05:30,RELIANCE.NS,3030.0,3033.35009765625,3025.0,3030.800048828125,178373.0,20428940640256,29.673218,,37.389,0.0033000002,
2024-08-30 10:05:00+05:30,RELIANCE.NS,3030.800048828125,3035.0,3030.14990234375,3034.60009765625,117281.0,20428940640256,29.673218,,37.389,0.0033000002,
2024-08-30 10:10:00+05:30,RELIANCE.NS,3034.699951171875,3034.89990234375,3030.199951171875,3033.0,84447.0,20428940640256,29.673218,,37.389,0.0033000002,
2024-08-30 10:15:00+05:30,RELIANCE.NS,3033.0,3033.25,3026.25,3026.699951171875,142708.0,20428940640256,29.673218,,37.389,0.0033000002,
2024-08-30 10:20:00+05:30,RELIANCE.NS,3026.5,3027.300048828125,3020.0,3024.0,242514.0,20428940640256,29.673218,,37.389,0.0033000002,
2024-08-30 10:25:00+05:30,RELIANCE.NS,3024.800048828125,3026.0,3023.85009765625,3025.0,131956.0,20428940640256,29.673218,,37.389,0.0033000002,
2024-08-30 10:30:00+05:30,RELIANCE.NS,3025.0,3028.0,3024.0,3026.25,77007.0,20428940640256,29.673218,,37.389,0.0033000002,
2024-08-30 10:35:00+05:30,RELIANCE.NS,3026.5,3028.35009765625,3025.0,3027.699951171875,72678.0,20428940640256,29.673218,,37.389,0.0033000002,
2024-08-30 10:40:00+05:30,RELIANCE.NS,3027.699951171875,3028.64990234375,3022.0,3024.60009765625,107268.0,20428940640256,29.673218,,37.389,0.0033000002,
2024-08-30 10:45:00+05:30,RELIANCE.NS,3024.5,3025.699951171875,3022.050048828125,3025.050048828125,94621.0,20428940640256,29.673218,,37.389,0.0033000002,
2024-08-30 10:50:00+05:30,RELIANCE.NS,3025.60009765625,3027.0,3024.85009765625,3025.5,64394.0,20428940640256,29.673218,,37.389,0.0033000002,
2024-08-30 10:55:00+05:30,RELIANCE.NS,3025.39990234375,3026.0,3024.0,3025.0,89410.0,20428940640256,29.673218,,37.389,0.0033000002,
2024-08-30 11:00:00+05:30,RELIANCE.NS,3025.0,3027.449951171875,3024.050048828125,3027.199951171875,75338.0,20428940640256,29.673218,,37.389,0.0033000002,
2024-08-30 11:05:00+05:30,RELIANCE.NS,3027.199951171875,3030.050048828125,3027.0,3027.449951171875,103549.0,20428940640256,29.673218,,37.389,0.0033000002,
2024-08-30 11:10:00+05:30,RELIANCE.NS,3027.449951171875,3027.699951171875,3025.300048828125,3025.89990234375,70921.0,20428940640256,29.673218,,37.389,0.0033000002,
2024-08-30 11:15:00+05:30,RELIANCE.NS,3026.39990234375,3027.64990234375,3025.0,3026.0,87846.0,20428940640256,29.673218,,37.389,0.0033000002,
2024-08-30 11:20:00+05:30,RELIANCE.NS,3025.64990234375,3026.85009765625,3024.35009765625,3026.5,89684.0,20428940640256,29.673218,,37.389,0.0033000002,
2024-08-30 11:25:00+05:30,RELIANCE.NS,3026.050048828125,3026.800048828125,3024.25,3025.449951171875,68807.0,20428940640256,29.673218,,37.389,0.0033000002,
2024-08-30 11:30:00+05:30,RELIANCE.NS,3025.550048828125,3026.0,3021.0,3022.800048828125,131571.0,20428940640256,29.673218,,37.389,0.0033000002,
2024-08-30 11:35:00+05:30,RELIANCE.NS,3022.800048828125,3022.89990234375,3020.199951171875,3021.449951171875,133600.0,20428940640256,29.673218,,37.389,0.0033000002,
2024-08-30 11:40:00+05:30,RELIANCE.NS,3020.89990234375,3020.89990234375,3015.300048828125,3015.699951171875,171542.0,20428940640256,29.673218,,37.389,0.0033000002,
2024-08-30 11:45:00+05:30,RELIANCE.NS,3015.35009765625,3018.0,3015.050048828125,3016.949951171875,91574.0,20428940640256,29.673218,,37.389,0.0033000002,
2024-08-30 11:50:00+05:30,RELIANCE.NS,3016.89990234375,3017.64990234375,3015.0,3016.0,125479.0,20428940640256,29.673218,,37.389,0.0033000002,
2024-08-30 11:55:00+05:30,RELIANCE.NS,3016.0,3016.449951171875,3014.25,3015.050048828125,93720.0,20428940640256,29.673218,,37.389,0.0033000002,
2024-08-30 12:00:00+05:30,RELIANCE.NS,3015.10009765625,3015.199951171875,3012.050048828125,3014.5,103691.0,20428940640256,29.673218,,37.389,0.0033000002,
2024-08-30 12:05:00+05:30,RELIANCE.NS,3014.35009765625,3015.300048828125,3006.89990234375,3009.0,254942.0,20428940640256,29.673218,,37.389,0.0033000002,
2024-08-30 12:10:00+05:30,RELIANCE.NS,3008.449951171875,3013.14990234375,3008.0,3009.10009765625,112665.0,20428940640256,29.673218,,37.389,0.0033000002,
2024-08-30 12:15:00+05:30,RELIANCE.NS,3009.050048828125,3013.199951171875,3008.199951171875,3012.0,97138.0,20428940640256,29.673218,,37.389,0.0033000002,
2024-08-30 12:20:00+05:30,RELIANCE.NS,3012.449951171875,3012.699951171875,3009.0,3009.949951171875,97760.0,20428940640256,29.673218,,37.389,0.0033000002,
2024-08-30 12:25:00+05:30,RELIANCE.NS,3009.550048828125,3010.5,3009.10009765625,3010.300048828125,66523.0,20428940640256,29.673218,,37.389,0.0033000002,
2024-08-30 12:30:00+05:30,RELIANCE.NS,3010.300048828125,3011.5,3010.0,3010.300048828125,90528.0,20428940640256,29.673218,,37.389,0.0033000002,
2024-08-30 12:35:00+05:30,RELIANCE.NS,3010.300048828125,3013.0,3010.050048828125,3013.0,66222.0,20428940640256,29.673218,,37.389,0.0033000002,
2024-08-30 12:40:00+05:30,RELIANCE.NS,3013.0,3013.0,3010.050048828125,3011.0,210925.0,20428940640256,29.673218,,37.389,0.0033000002,
2024-08-30 12:45:00+05:30,RELIANCE.NS,3011.0,3016.550048828125,3010.050048828125,3016.25,109864.0,20428940640256,29.673218,,37.389,0.0033000002,
2024-08-30 12:50:00+05:30,RELIANCE.NS,3016.35009765625,3017.949951171875,3015.0,3015.949951171875,104093.0,20428940640256,29.673218,,37.389,0.0033000002,
2024-08-30 12:55:00+05:30,RELIANCE.NS,3016.10009765625,3018.0,3014.800048828125,3015.949951171875,76436.0,20428940640256,29.673218,,37.389,0.0033000002,
2024-08-30 13:00:00+05:30,RELIANCE.NS,3016.0,3019.60009765625,3014.85009765625,3017.10009765625,92207.0,20428940640256,29.673218,,37.389,0.0033000002,
2024-08-30 13:05:00+05:30,RELIANCE.NS,3017.0,3018.5,3016.10009765625,3017.39990234375,64252.0,20428940640256,29.673218,,37.389,0.0033000002,
2024-08-30 13:10:00+05:30,RELIANCE.NS,3017.39990234375,3018.5,3016.300048828125,3017.5,72212.0,20428940640256,29.673218,,37.389,0.0033000002,
2024-08-30 13:15:00+05:30,RELIANCE.NS,3017.5,3021.25,3016.050048828125,3020.800048828125,78826.0,20428940640256,29.673218,,37.389,0.0033000002,
